    32    0.59942E+00    0.50482E+00    0.28074E-01    0.42924E+00    0.00000E+00    0.42924E+00    0.10279E+00    0.28074E-01    0.47142E+03    0.31066E+00
    71    0.60254E+00    0.50054E+00    0.48127E-02    0.40035E+00    0.00000E+00    0.40035E+00    0.12362E-01    0.48127E-02    0.15175E+04    0.10000E+01
    81    0.59547E+00    0.50238E+00    0.17633E-01    0.40716E+00    0.00000E+00    0.40716E+00    0.52572E-01    0.17633E-01    0.62368E+03    0.41099E+00
    85    0.61025E+00    0.50313E+00    0.21571E-01    0.41245E+00    0.00000E+00    0.41245E+00    0.68430E-01    0.21571E-01    0.76929E+03    0.50694E+00
    86    0.68620E+00    0.50799E+00    0.32959E-01    0.47486E+00    0.00000E+00    0.47486E+00    0.15908E+00    0.32959E-01    0.24014E+03    0.15825E+00
   105    0.64178E+00    0.50273E+00    0.19595E-01    0.40951E+00    0.00000E+00    0.40951E+00    0.60168E-01    0.19595E-01    0.64971E+03    0.42814E+00
   125    0.47787E+00    0.50293E+00    0.20573E-01    0.41088E+00    0.00000E+00    0.41088E+00    0.64173E-01    0.20573E-01    0.65601E+02    0.43230E-01
   127    0.63990E+00    0.50481E+00    0.28041E-01    0.42911E+00    0.00000E+00    0.42911E+00    0.10257E+00    0.28041E-01    0.15175E+04    0.10000E+01
   132    0.64621E+00    0.50370E+00    0.24164E-01    0.41749E+00    0.00000E+00    0.41749E+00    0.80488E-01    0.24164E-01    0.14494E+04    0.95511E+00
   134    0.70892E+00    0.50425E+00    0.26253E-01    0.42293E+00    0.00000E+00    0.42293E+00    0.91591E-01    0.26253E-01    0.13131E+04    0.86533E+00
   135    0.73485E+00    0.50820E+00    0.33024E-01    0.47839E+00    0.00000E+00    0.47839E+00    0.16241E+00    0.33024E-01    0.68949E+03    0.45436E+00
   139    0.72640E+00    0.50856E+00    0.33077E-01    0.48457E+00    0.00000E+00    0.48457E+00    0.16800E+00    0.33077E-01    0.13371E+04    0.88109E+00
   140    0.68436E+00    0.50829E+00    0.33045E-01    0.48000E+00    0.00000E+00    0.48000E+00    0.16390E+00    0.33045E-01    0.30803E+02    0.20298E-01
   141    0.67624E+00    0.50617E+00    0.31161E-01    0.44679E+00    0.00000E+00    0.44679E+00    0.12823E+00    0.31161E-01    0.11555E+03    0.76142E-01
   147    0.73104E+00    0.50806E+00    0.32986E-01    0.47615E+00    0.00000E+00    0.47615E+00    0.16031E+00    0.32986E-01    0.22635E+02    0.14916E-01
   149    0.68412E+00    0.50419E+00    0.26044E-01    0.42231E+00    0.00000E+00    0.42231E+00    0.90405E-01    0.26044E-01    0.30719E+03    0.20243E+00
   150    0.61233E+00    0.50692E+00    0.32195E-01    0.45788E+00    0.00000E+00    0.45788E+00    0.14149E+00    0.32195E-01    0.25172E+03    0.16588E+00
   151    0.67906E+00    0.50736E+00    0.32602E-01    0.46471E+00    0.00000E+00    0.46471E+00    0.14891E+00    0.32602E-01    0.15175E+04    0.10000E+01
   152    0.60656E+00    0.50544E+00    0.29715E-01    0.43696E+00    0.00000E+00    0.43696E+00    0.11482E+00    0.29715E-01    0.15175E+04    0.10000E+01
   154    0.78689E+00    0.50502E+00    0.28669E-01    0.43175E+00    0.00000E+00    0.43175E+00    0.10688E+00    0.28669E-01    0.30263E+03    0.19943E+00
   160    0.64862E+00    0.50308E+00    0.21351E-01    0.41209E+00    0.00000E+00    0.41209E+00    0.67475E-01    0.21351E-01    0.28546E+02    0.18811E-01
   165    0.39740E+00    0.50626E+00    0.31312E-01    0.44811E+00    0.00000E+00    0.44811E+00    0.12989E+00    0.31312E-01    0.42195E+03    0.27806E+00
   169    0.72973E+00    0.50206E+00    0.15785E-01    0.40538E+00    0.00000E+00    0.40538E+00    0.45876E-01    0.15785E-01    0.49327E+02    0.32506E-01
   171    0.64212E+00    0.50443E+00    0.26868E-01    0.42486E+00    0.00000E+00    0.42486E+00    0.95179E-01    0.26868E-01    0.80491E+02    0.53042E-01
   175    0.71300E+00    0.50757E+00    0.32748E-01    0.46800E+00    0.00000E+00    0.46800E+00    0.15232E+00    0.32748E-01    0.46492E+03    0.30637E+00
   177    0.64481E+00    0.50445E+00    0.26942E-01    0.42511E+00    0.00000E+00    0.42511E+00    0.95627E-01    0.26942E-01    0.43674E+03    0.28780E+00
   178    0.60503E+00    0.50349E+00    0.23248E-01    0.41553E+00    0.00000E+00    0.41553E+00    0.76045E-01    0.23248E-01    0.38018E+02    0.25053E-01
