     1    0.4487560263E+00    0.3364072218E+00    0.8214222460E-01    0.9562139324E+02    0.0000000000E+00    0.5540000000E+03   -0.1000000000E+01    0.1805054152E-02
     2    0.4140278997E+00    0.2992696398E+00    0.6596718750E+00    0.4576372296E+02    0.0000000000E+00    0.5690000000E+03   -0.1000000000E+01    0.1757469244E-02
     3    0.3423780905E+00    0.1017644920E+00    0.8673279859E+00    0.1402989065E+02    0.0000000000E+00    0.5950000000E+03   -0.1000000000E+01    0.1680672269E-02
     4    0.6342497006E+00    0.7327242869E+00    0.6695051487E+00    0.2998034642E+02    0.0000000000E+00    0.5790000000E+03   -0.1000000000E+01    0.1727115717E-02
     5    0.6030151430E+00    0.8763074767E+00    0.9454295930E+00    0.2423657841E+02    0.0000000000E+00    0.5870000000E+03   -0.1000000000E+01    0.1703577513E-02
     6    0.7924770828E+00    0.5169628542E+00    0.3276449883E+00    0.4535039216E+02    0.0000000000E+00    0.5700000000E+03   -0.1000000000E+01    0.1754385965E-02
     7    0.2152602677E-01    0.4118841366E+00    0.7138168594E+00   -0.6031278709E+01    0.0000000000E+00    0.5970000000E+03   -0.1000000000E+01    0.1675041876E-02
     8    0.1152456143E+00    0.4312652594E+00    0.4109611178E+00    0.4216787624E+02    0.0000000000E+00    0.5720000000E+03   -0.1000000000E+01    0.1748251748E-02
     9    0.5545717035E+00    0.6721710260E+00    0.7996715443E+00    0.2567407767E+02    0.0000000000E+00    0.5840000000E+03   -0.1000000000E+01    0.1712328767E-02
    10    0.3041277954E+00    0.8284233590E+00    0.4173043782E+00    0.1480033608E+02    0.0000000000E+00    0.5930000000E+03   -0.1000000000E+01    0.1686340641E-02
    11    0.1759432556E+00    0.9840087552E+00    0.1154267015E+00    0.2317308427E+02    0.0000000000E+00    0.5890000000E+03   -0.1000000000E+01    0.1697792869E-02
    12    0.8681265954E+00    0.8490456404E+00    0.7895287198E+00    0.2458201203E+02    0.0000000000E+00    0.5850000000E+03   -0.1000000000E+01    0.1709401709E-02
    13    0.8875375940E+00    0.2493495202E+00    0.2539895389E+00    0.3996845549E+02    0.0000000000E+00    0.5730000000E+03   -0.1000000000E+01    0.1745200698E-02
    14    0.5195729643E+00    0.7756366254E+00    0.5162428378E+00    0.2989006884E+02    0.0000000000E+00    0.5800000000E+03   -0.1000000000E+01    0.1724137931E-02
    15    0.4772768144E+00    0.5876760903E-01    0.3545652991E+00    0.9365000543E+02    0.0000000000E+00    0.5560000000E+03   -0.1000000000E+01    0.1798561151E-02
    16    0.6897433058E+00    0.1687965530E+00    0.5529800747E+00    0.5534661431E+02    0.0000000000E+00    0.5650000000E+03   -0.1000000000E+01    0.1769911504E-02
    17    0.7758679290E+00    0.5795483086E+00    0.8835383069E+00    0.2605883074E+02    0.0000000000E+00    0.5830000000E+03   -0.1000000000E+01    0.1715265866E-02
    18    0.9753765986E+00    0.4871814073E+00    0.2287233043E+00    0.2884397318E+02    0.0000000000E+00    0.5810000000E+03   -0.1000000000E+01    0.1721170396E-02
    19    0.1330834907E+00    0.6210992149E+00    0.9980898834E+00    0.7503908346E+01    0.0000000000E+00    0.5960000000E+03   -0.1000000000E+01    0.1677852349E-02
    20    0.7139466371E+00    0.6588566247E+00    0.4973067267E+00    0.3875910779E+02    0.0000000000E+00    0.5750000000E+03   -0.1000000000E+01    0.1739130435E-02
    21    0.2776845299E+00    0.1297047331E+00    0.1501166277E+00    0.1136716589E+03    0.0000000000E+00    0.5370000000E+03   -0.1000000000E+01    0.1862197393E-02
    22    0.2478687431E+00    0.9200393369E+00    0.6218387547E+00    0.2002604648E+02    0.0000000000E+00    0.5900000000E+03   -0.1000000000E+01    0.1694915254E-02
