    68    0.44406E+00    0.22997E+00    0.28321E+00    0.69957E+00    0.30184E+01    0.00000E+00    0.30184E+01    0.75017E+00    0.69957E+00    0.97352E+03    0.97841E+00
   105    0.39937E+00    0.35144E+00    0.29892E+00    0.76635E+00    0.31769E+01    0.00000E+00    0.31769E+01    0.12730E+01    0.76635E+00    0.34149E+03    0.34320E+00
   126    0.44504E+00    0.99142E-01    0.00000E+00    0.69675E+00    0.30179E+01    0.00000E+00    0.30179E+01    0.73890E+00    0.69675E+00    0.99500E+03    0.10000E+01
   131    0.43334E+00    0.24728E+00    0.34003E+00    0.72633E+00    0.30324E+01    0.00000E+00    0.30324E+01    0.87473E+00    0.72633E+00    0.29149E+00    0.29296E-03
   132    0.41447E+00    0.30184E+00    0.33202E+00    0.75643E+00    0.30948E+01    0.00000E+00    0.30948E+01    0.10968E+01    0.75643E+00    0.54608E+03    0.54882E+00
   133    0.39543E+00    0.23542E+00    0.24717E+00    0.76709E+00    0.32028E+01    0.00000E+00    0.32028E+01    0.13184E+01    0.76709E+00    0.88442E+02    0.88887E-01
   142    0.43202E+00    0.32036E+00    0.30961E+00    0.72913E+00    0.30352E+01    0.00000E+00    0.30352E+01    0.89023E+00    0.72913E+00    0.31492E+03    0.31650E+00
   144    0.41533E+00    0.35614E+00    0.45142E+00    0.75550E+00    0.30909E+01    0.00000E+00    0.30909E+01    0.10867E+01    0.75550E+00    0.28783E+03    0.28928E+00
   149    0.40114E+00    0.17932E+00    0.32481E+00    0.76579E+00    0.31659E+01    0.00000E+00    0.31659E+01    0.12525E+01    0.76579E+00    0.67211E+03    0.67549E+00
   154    0.40671E+00    0.10704E+00    0.11196E+00    0.76299E+00    0.31336E+01    0.00000E+00    0.31336E+01    0.11878E+01    0.76299E+00    0.32576E+03    0.32740E+00
   162    0.40504E+00    0.18791E+00    0.31698E+00    0.76399E+00    0.31429E+01    0.00000E+00    0.31429E+01    0.12072E+01    0.76399E+00    0.19274E+03    0.19371E+00
   165    0.39593E+00    0.23048E+00    0.43342E+00    0.76704E+00    0.31994E+01    0.00000E+00    0.31994E+01    0.13127E+01    0.76704E+00    0.44088E+03    0.44309E+00
   167    0.39913E+00    0.37787E+00    0.41968E+00    0.76642E+00    0.31785E+01    0.00000E+00    0.31785E+01    0.12758E+01    0.76642E+00    0.64677E+03    0.65002E+00
   170    0.44276E+00    0.21133E+00    0.18910E+00    0.70322E+00    0.30192E+01    0.00000E+00    0.30192E+01    0.76517E+00    0.70322E+00    0.31368E+03    0.31525E+00
   171    0.44343E+00    0.38591E+00    0.30665E+00    0.70134E+00    0.30187E+01    0.00000E+00    0.30187E+01    0.75736E+00    0.70134E+00    0.24103E+03    0.24224E+00
   172    0.40000E+00    0.19550E+00    0.27547E+00    0.76617E+00    0.31730E+01    0.00000E+00    0.31730E+01    0.12657E+01    0.76617E+00    0.99500E+03    0.10000E+01
   175    0.44374E+00    0.23969E+00    0.28989E+00    0.70048E+00    0.30185E+01    0.00000E+00    0.30185E+01    0.75384E+00    0.70048E+00    0.99500E+03    0.10000E+01
   178    0.40054E+00    0.22960E+00    0.14558E+00    0.76599E+00    0.31696E+01    0.00000E+00    0.31696E+01    0.12594E+01    0.76599E+00    0.62241E+03    0.62553E+00
   179    0.44801E+00    0.26555E+00    0.19370E+00    0.68784E+00    0.30173E+01    0.00000E+00    0.30173E+01    0.70509E+00    0.68784E+00    0.99500E+03    0.10000E+01
   181    0.41711E+00    0.23073E+00    0.16560E+00    0.75346E+00    0.30833E+01    0.00000E+00    0.30833E+01    0.10659E+01    0.75346E+00    0.26404E+03    0.26537E+00
   184    0.43367E+00    0.34823E+00    0.30066E+00    0.72563E+00    0.30317E+01    0.00000E+00    0.30317E+01    0.87092E+00    0.72563E+00    0.26859E+03    0.26994E+00
   185    0.42817E+00    0.32573E+00    0.28442E+00    0.73667E+00    0.30448E+01    0.00000E+00    0.30448E+01    0.93548E+00    0.73667E+00    0.78766E+02    0.79162E-01
