       3      20       2
1_F        0.5000000000E+00    0.5000000000E+00    0.5000000000E+00   -0.1980190140E+01    0.0000000000E+00   -0.7642281211E-01   -0.1437480248E-02   -0.3016922206E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.3616146334E+00    0.9001020579E+00    0.8850875509E+00   -0.1971294588E+01    0.0000000000E+00   -0.7207186926E-01   -0.2264832176E-02   -0.3725548427E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.2360908787E+00    0.6994974643E+00    0.2454154685E+00   -0.1959633682E+01    0.0000000000E+00   -0.7455113149E-01   -0.2646437513E-02   -0.5162575955E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.1372934316E+00    0.1380936993E+00    0.6451470197E+00   -0.1953345402E+01    0.0000000000E+00   -0.7234802367E-01   -0.1470639986E-02   -0.6069620212E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.4907049717E+00    0.5197519116E+00    0.9859606687E+00   -0.1980518137E+01    0.0000000000E+00   -0.7342669935E-01   -0.1341227143E-02   -0.2886650402E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.6995126857E+00    0.4703788783E+00    0.5146435662E+00   -0.1995706768E+01    0.0000000000E+00   -0.7839648781E-01   -0.1098623602E-02   -0.1218315667E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.2549729782E-01    0.5525449140E+00    0.3512594276E+00   -0.1944334579E+01    0.0000000000E+00   -0.7185732553E-01   -0.3092491099E-02   -0.6727815832E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.9015054674E+00    0.2013161787E+00    0.3014106584E+00   -0.2011690107E+01    0.0000000000E+00   -0.8158667753E-01   -0.1079081037E-02    0.8107757958E-03    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.7607458432E-01    0.8368044476E+00    0.1773563841E+00   -0.1947837252E+01    0.0000000000E+00   -0.7245162223E-01   -0.3626722129E-02   -0.6254058036E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
1_F        0.9539597968E+00    0.3828774587E+00    0.7234846702E+00   -0.2015746193E+01    0.0000000000E+00   -0.7898799940E-01   -0.1091943012E-02    0.1331058488E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
